sold_price,sqft,num_of_rooms,age,dist_to_downtown,good_school_nearby,crime_rate
350000.0,2971.0,6.5,98.0,0.13092673330148674,0,24637.803406743962
640000.0,1085.0,4.5,2.0,0.023680618340745162,0,2904.785316289741
685000.0,3000.0,6.5,10.0,0.03922009578009744,0,3260.7521071968877
420000.0,1268.0,5.5,82.0,0.21489713435268573,0,6447.212058667166
180000.0,700.0,2.5,59.0,0.07580404372459201,0,7054.518834068045
131000.0,1320.0,3.5,125.0,0.09254216510326622,0,8399.854626637072
645000.0,2100.0,4.5,25.0,0.11218549405337261,0,28968.237034508264
57000.0,1579.0,5.5,119.0,0.19221851766414752,0,6835.523660579154
717500.0,2350.0,4.5,136.0,0.07919684971638272,1,5871.892782270141
145000.0,1050.0,4.5,72.0,0.18551296185981136,0,6835.523660579154
520000.0,2804.0,4.5,77.0,0.16976707020208254,0,6878.255747602481
425000.0,1200.0,5.5,24.0,0.054355448236574705,0,3777.5624574451367
235000.0,1050.0,5.5,100.0,0.10895416953930147,0,12778.743121922967
250000.0,850.0,2.5,18.0,0.021785581011310808,0,2904.785316289741
412500.0,1250.0,4.5,40.0,0.009779751530584982,1,2904.785316289741
650000.0,1800.0,5.5,21.0,0.09527791156925401,0,5937.307141138691
226000.0,645.0,1.5,70.0,0.020819286563191142,1,14391.57679373126
355000.0,765.0,2.5,27.0,0.07919684971638272,0,3777.5624574451367
350000.0,1400.0,5.5,107.0,0.11023203296682615,0,11376.086763662172
605000.0,3000.0,7.5,1.0,0.09208347491271303,0,15486.503083516254
185000.0,690.0,2.5,54.0,0.020819286563191142,1,2904.785316289741
155000.0,1000.0,3.5,101.0,0.1296833237852825,0,5795.235513793518
230000.0,1400.0,6.5,73.0,0.15861097639507712,0,11986.71497584541
230000.0,1400.0,6.5,73.0,0.15861097639507712,0,7817.472947167409
192000.0,650.0,1.5,40.0,0.009779751530584982,1,2904.785316289741
210000.0,973.0,2.5,105.0,0.021785581011310808,0,2904.785316289741
290000.0,685.0,2.5,53.0,0.042209195893784565,1,7844.505791586083
395000.0,1455.0,5.5,0.0,0.11023203296682615,0,14513.58220410423
950000.0,3000.0,7.5,134.0,0.09527791156925401,0,18637.975367403185
601000.0,1337.0,2.5,18.0,0.01106212316873056,0,2904.785316289741
327500.0,2032.0,5.5,108.0,0.13092673330148674,0,7114.375655823714
475000.0,2058.0,6.5,135.0,0.09208347491271303,0,5864.192070203994
676000.0,1800.0,4.5,124.0,0.054355448236574705,0,3777.5624574451367
585000.0,1600.0,6.5,95.0,0.09462213905846716,0,28968.237034508264
540000.0,1490.0,5.5,57.0,0.042209195893784565,1,7844.505791586083
590000.0,1032.0,4.5,6.0,0.054355448236574705,0,3777.5624574451367
425000.0,1250.0,4.5,54.0,0.021799344141510166,1,2904.785316289741
130000.0,659.0,1.5,115.0,0.021785581011310808,0,2904.785316289741
319900.0,1394.0,6.5,137.0,0.11023203296682615,0,14513.58220410423
495000.0,1492.0,5.5,106.0,0.11231541017153429,0,5594.811069334601
300000.0,860.0,2.5,25.0,0.011715758831588659,0,3777.5624574451367
310000.0,900.0,2.5,21.0,0.021785581011310808,0,2904.785316289741
385000.0,2800.0,7.5,24.0,0.18551296185981136,0,13042.131350681539
385000.0,2800.0,7.5,24.0,0.18551296185981136,0,6802.334979133603
240000.0,1272.0,3.5,84.0,0.15861097639507712,0,11986.71497584541
240000.0,1272.0,3.5,84.0,0.15861097639507712,0,7817.472947167409
340000.0,1150.0,3.5,96.0,0.021785581011310808,0,2904.785316289741
452000.0,1260.0,5.0,18.0,0.042209195893784565,1,7844.505791586083
374000.0,2400.0,7.0,102.0,0.14411971125769393,0,9236.92529808578
374000.0,2400.0,7.0,102.0,0.14411971125769393,0,7762.775379325665
320000.0,2039.0,7.0,71.0,0.13368835164292042,0,16328.017832647462
265000.0,1626.0,8.0,122.0,0.11023203296682615,0,11376.086763662172
135500.0,700.0,3.0,53.0,0.03922009578009744,0,3260.7521071968877
85000.0,1049.0,3.5,68.0,0.12401215337618379,0,11376.086763662172
710000.0,1491.0,5.0,16.0,0.005802745901725973,0,2904.785316289741
860000.0,2200.0,6.5,35.0,0.042209195893784565,1,7844.505791586083
635000.0,1900.0,6.5,72.0,0.16976707020208254,0,6878.255747602481
310000.0,1500.0,5.5,21.0,0.18478422608544826,0,25288.574379195423
184000.0,1100.0,5.5,56.0,0.18551296185981136,0,13042.131350681539
184000.0,1100.0,5.5,56.0,0.18551296185981136,0,6802.334979133603
269000.0,1800.0,5.5,82.0,0.19221851766414752,0,29026.069269541826
180000.0,680.0,1.5,41.0,0.020819286563191142,1,2904.785316289741
850000.0,2481.0,5.5,23.0,0.03222622689673877,0,3777.5624574451367
600000.0,2000.0,5.5,105.0,0.07580404372459201,0,7054.518834068045
229000.0,1040.0,5.5,59.0,0.23064483364038563,0,28139.762547097856
340000.0,1590.0,6.5,77.0,0.15861097639507712,0,11986.71497584541
340000.0,1590.0,6.5,77.0,0.15861097639507712,0,7817.472947167409
230000.0,1370.0,4.5,81.0,0.20148915693406225,0,20442.298630428504
230000.0,1370.0,4.5,81.0,0.20148915693406225,0,8361.356648731746
325000.0,1319.0,4.5,76.0,0.13368835164292042,0,17940.84186575654
373000.0,724.0,3.5,101.0,0.05911609710560861,0,7054.518834068045
355000.0,1200.0,3.5,111.0,0.07580404372459201,0,7054.518834068045
36000.0,800.0,2.5,55.0,0.08705256387379474,0,6778.768967434423
300000.0,1163.0,4.5,18.0,0.052756763509526475,0,16059.155621011292
186000.0,600.0,2.5,51.0,0.09462213905846716,0,28968.237034508264
230000.0,1272.0,4.5,57.0,0.18551296185981136,0,20442.298630428504
230000.0,1272.0,4.5,57.0,0.18551296185981136,0,8361.356648731746
520000.0,1200.0,4.5,22.0,0.009779751530584982,1,2904.785316289741
115000.0,700.0,2.5,63.0,0.08705256387379474,0,6778.768967434423
40000.0,1500.0,3.5,55.0,0.08705256387379474,0,6778.768967434423
690000.0,2400.0,6.5,20.0,0.09462213905846716,0,8511.792815490344
206800.0,942.0,3.5,110.0,0.11231541017153429,0,5594.811069334601
401000.0,1282.0,5.5,76.0,0.18478422608544826,0,24637.803406743962
650000.0,1300.0,4.5,16.0,0.01106212316873056,0,2904.785316289741
705000.0,1255.0,2.5,98.0,0.020819286563191142,1,2904.785316289741
462500.0,1270.0,4.5,21.0,0.009779751530584982,1,2904.785316289741
365000.0,2250.0,6.5,84.0,0.17923227408308978,0,11376.086763662172
135000.0,1200.0,3.5,59.0,0.15269576026202653,0,7114.375655823714
275000.0,850.0,2.5,37.0,0.021799344141510166,1,2904.785316289741
387000.0,1540.0,4.5,99.0,0.020819286563191142,1,2904.785316289741
143000.0,1386.0,5.5,99.0,0.14236071032767572,0,7601.2853819639
260000.0,1600.0,7.5,117.0,0.14499203503986474,0,7719.079035052647
165001.0,1750.0,7.0,127.0,0.09208347491271303,0,15486.503083516254
149900.0,1100.0,4.0,105.0,0.10497502546796642,0,7505.270309741818
371000.0,1386.0,7.0,109.0,0.13092673330148674,0,7114.375655823714
110000.0,1090.0,4.0,101.0,0.14411971125769393,0,9236.92529808578
110000.0,1090.0,4.0,101.0,0.14411971125769393,0,7762.775379325665
311000.0,1084.0,3.0,61.0,0.020819286563191142,1,2904.785316289741
166500.0,2200.0,6.0,105.0,0.14499203503986474,0,7719.079035052647
175000.0,900.0,3.0,47.0,0.13997192736402433,0,5795.235513793518
255000.0,1128.0,6.0,65.0,0.1711387987365775,0,18997.79242026939
285000.0,1200.0,5.0,124.0,0.07580404372459201,0,8511.792815490344
706500.0,2200.0,6.5,25.0,0.054355448236574705,0,3777.5624574451367
275000.0,2366.0,6.5,129.0,0.19221851766414752,0,6835.523660579154
559000.0,1404.0,5.5,64.0,0.21489713435268573,0,10774.573547820564
201000.0,800.0,2.5,99.0,0.11023203296682615,0,14513.58220410423
450003.0,3000.0,6.5,102.0,0.18478422608544826,0,7114.375655823714
265000.0,750.0,2.5,34.0,0.020819286563191142,1,2904.785316289741
252000.0,1125.0,3.5,105.0,0.021785581011310808,0,2904.785316289741
285000.0,1264.0,4.5,101.0,0.13029191264234166,0,9124.978026707402
630000.0,1710.0,4.5,23.0,0.009779751530584982,1,2904.785316289741
126400.0,1578.0,4.5,98.0,0.14411971125769393,0,13042.131350681539
126400.0,1578.0,4.5,98.0,0.14411971125769393,0,6802.334979133603
581500.0,1040.0,2.5,98.0,0.020819286563191142,1,2904.785316289741
579000.0,1560.0,5.5,19.0,0.09462213905846716,0,8511.792815490344
355000.0,950.0,2.5,47.0,0.020819286563191142,1,2904.785316289741
340000.0,1400.0,3.5,115.0,0.021785581011310808,0,2904.785316289741
415000.0,2016.0,4.5,115.0,0.15269576026202653,0,13953.779271829533
348000.0,2500.0,6.5,70.0,0.15861097639507712,0,11986.71497584541
348000.0,2500.0,6.5,70.0,0.15861097639507712,0,7817.472947167409
900000.0,2200.0,5.5,98.0,0.042209195893784565,1,7844.505791586083
185000.0,755.0,2.5,63.0,0.020819286563191142,1,2904.785316289741
255000.0,1191.0,5.5,102.0,0.11349839277275987,0,6974.401816971907
255000.0,1050.0,2.5,56.0,0.020819286563191142,1,2904.785316289741
685000.0,2200.0,6.5,51.0,0.021799344141510166,1,2904.785316289741
590000.0,2100.0,4.5,27.0,0.03922009578009744,0,2904.785316289741
128000.0,1000.0,3.5,44.0,0.1853678435166187,0,17733.0605022223
148000.0,800.0,3.5,101.0,0.1296833237852825,0,5795.235513793518
795000.0,1800.0,4.5,57.0,0.020819286563191142,1,2904.785316289741
278000.0,1750.0,5.5,81.0,0.19221851766414752,0,29026.069269541826
355000.0,2500.0,7.5,86.0,0.14236071032767572,0,7601.2853819639
675000.0,1200.0,4.5,21.0,0.042209195893784565,1,7844.505791586083
369900.0,1100.0,5.5,67.0,0.1711387987365775,0,18997.79242026939
438000.0,1378.0,4.5,26.0,0.05911609710560861,0,7054.518834068045
590000.0,1600.0,5.5,21.0,0.11231541017153429,1,5899.041180293554
90000.0,1400.0,4.5,71.0,0.1853678435166187,0,20176.193231418885
378500.0,1375.0,4.5,18.0,0.09527791156925401,0,13953.779271829533
275000.0,1400.0,4.5,100.0,0.14411971125769393,0,9236.92529808578
275000.0,1400.0,4.5,100.0,0.14411971125769393,0,7762.775379325665
510000.0,1250.0,4.5,55.0,0.021799344141510166,1,2904.785316289741
975000.0,2200.0,5.5,35.0,0.05911609710560861,0,7054.518834068045
922500.0,1800.0,5.5,9.0,0.09462213905846716,0,28968.237034508264
225000.0,1545.0,8.5,100.0,0.10895416953930147,0,12778.743121922967
835000.0,2023.0,5.5,24.0,0.054355448236574705,0,3777.5624574451367
530000.0,2400.0,6.5,19.0,0.1711387987365775,0,18997.79242026939
595362.0,1700.0,4.5,21.0,0.11231541017153429,1,5899.041180293554
211111.0,2206.0,6.5,140.0,0.05553214213407627,0,5864.192070203994
350000.0,1932.0,8.5,160.0,0.052756763509526475,0,23000.193373726957
720000.0,1550.0,4.5,23.0,0.021785581011310808,0,3837.029234079716
186000.0,1500.0,6.5,105.0,0.1853678435166187,0,17733.0605022223
535000.0,1356.0,2.5,20.0,0.020819286563191142,1,14391.57679373126
528000.0,1500.0,4.5,23.0,0.07919684971638272,1,5871.892782270141
240000.0,1200.0,5.5,102.0,0.14236071032767572,0,7601.2853819639
335000.0,1100.0,2.5,24.0,0.021799344141510166,1,2904.785316289741
186000.0,1704.0,4.5,122.0,0.12401215337618379,0,11376.086763662172
398000.0,1440.0,4.5,20.0,0.03222622689673877,0,3777.5624574451367
390000.0,1776.0,4.5,110.0,0.13029191264234166,0,9124.978026707402
383500.0,1400.0,4.5,105.0,0.11231541017153429,0,5594.811069334601
201000.0,900.0,2.5,85.0,0.021785581011310808,0,2904.785316289741
392000.0,979.0,2.5,23.0,0.07919684971638272,0,3777.5624574451367
520000.0,1260.0,4.5,19.0,0.021785581011310808,0,2904.785316289741
565000.0,1400.0,4.5,97.0,0.009779751530584982,1,2904.785316289741
285000.0,1100.0,4.5,51.0,0.021799344141510166,1,2904.785316289741
95000.0,1600.0,7.5,111.0,0.14411971125769393,0,9236.92529808578
95000.0,1600.0,7.5,111.0,0.14411971125769393,0,7762.775379325665
705001.0,1800.0,5.5,26.0,0.011715758831588659,0,3777.5624574451367
499900.0,2515.0,6.5,78.0,0.20148915693406225,0,19776.93095003107
499900.0,2515.0,6.5,78.0,0.20148915693406225,0,8786.617387192315
165000.0,950.0,4.5,39.0,0.1711387987365775,0,18997.79242026939
390000.0,1200.0,4.5,24.0,0.09527791156925401,0,5937.307141138691
105000.0,2702.0,6.5,103.0,0.14499203503986474,0,7719.079035052647
261000.0,707.0,2.5,20.0,0.03922009578009744,0,2904.785316289741
527500.0,1800.0,5.5,99.0,0.020819286563191142,1,2904.785316289741
345000.0,1061.0,5.0,21.0,0.054355448236574705,0,3777.5624574451367
255000.0,1136.0,6.0,101.0,0.13368835164292042,0,14250.61221788338
125000.0,800.0,3.0,62.0,0.11218549405337261,0,28968.237034508264
830000.0,1916.0,5.0,19.0,0.03922009578009744,0,2904.785316289741
410000.0,1540.0,5.5,112.0,0.0054120407426338085,0,2904.785316289741
775000.0,1152.0,6.5,136.0,0.09527791156925401,0,5937.307141138691
290000.0,1080.0,4.5,72.0,0.1853678435166187,0,26129.961201455408
395000.0,1100.0,4.5,40.0,0.03922009578009744,0,5073.253955779106
795000.0,2904.0,7.5,18.0,0.09527791156925401,0,18637.975367403185
675000.0,1600.0,4.5,26.0,0.054355448236574705,0,3777.5624574451367
620000.0,1450.0,4.5,57.0,0.020819286563191142,1,2904.785316289741
72500.0,1330.0,5.5,142.0,0.19221851766414752,0,29026.069269541826
300000.0,1232.0,4.5,34.0,0.18478422608544826,0,25288.574379195423
350000.0,1700.0,6.5,72.0,0.020819286563191142,1,2904.785316289741
160000.0,1329.0,4.5,79.0,0.1853678435166187,0,26129.961201455408
260000.0,1247.0,4.5,76.0,0.15861097639507712,0,11986.71497584541
260000.0,1247.0,4.5,76.0,0.15861097639507712,0,7817.472947167409
410000.0,2000.0,6.5,114.0,0.08705256387379474,0,5784.174983862158
690000.0,1430.0,5.5,21.0,0.009779751530584982,1,2904.785316289741
500000.0,1225.0,5.5,16.0,0.09462213905846716,0,8511.792815490344
875000.0,2450.0,5.5,33.0,0.05911609710560861,0,7054.518834068045
250000.0,1400.0,4.5,19.0,0.06853812406245294,0,6376.3177593412765
617500.0,2000.0,6.5,132.0,0.07919684971638272,1,5871.892782270141
418000.0,2076.0,5.5,30.0,0.10895416953930147,0,20459.446901236945
640000.0,1600.0,4.5,60.0,0.05911609710560861,0,7054.518834068045
510100.0,1788.0,4.5,103.0,0.18551296185981136,0,19776.93095003107
510100.0,1788.0,4.5,103.0,0.18551296185981136,0,8786.617387192315
445000.0,1350.0,4.5,22.0,0.009779751530584982,1,2904.785316289741
455000.0,1361.0,4.5,22.0,0.009779751530584982,1,2904.785316289741
420000.0,1200.0,4.5,57.0,0.05911609710560861,0,7054.518834068045
320000.0,1744.0,4.5,72.0,0.20148915693406225,0,19776.93095003107
320000.0,1744.0,4.5,72.0,0.20148915693406225,0,8786.617387192315
265000.0,2950.0,7.5,100.0,0.19221851766414752,0,6835.523660579154
183000.0,1159.0,5.5,69.0,0.14236071032767572,0,9155.893814711526
237000.0,1271.0,4.5,75.0,0.13368835164292042,0,14250.61221788338
475000.0,1100.0,4.5,72.0,0.2123713195725732,0,6447.212058667166
565000.0,1575.0,2.5,40.0,0.020819286563191142,1,14391.57679373126
834000.0,1201.0,4.5,3.0,0.01106212316873056,0,2904.785316289741
345000.0,2000.0,3.5,92.0,0.18478422608544826,0,7114.375655823714
150000.0,900.0,3.5,105.0,0.1296833237852825,0,5795.235513793518
155000.0,1521.0,6.5,108.0,0.10720516383551855,0,17603.116252402953
100000.0,1197.0,3.5,107.0,0.14411971125769393,0,9236.92529808578
100000.0,1197.0,3.5,107.0,0.14411971125769393,0,7762.775379325665
243000.0,834.0,2.5,24.0,0.021785581011310808,0,2904.785316289741
127000.0,800.0,2.5,86.0,0.09462213905846716,0,8511.792815490344
358000.0,1400.0,5.5,97.0,0.11023203296682615,0,14513.58220410423
329000.0,1095.0,3.5,102.0,0.18478422608544826,0,25288.574379195423
395000.0,2600.0,6.5,116.0,0.14499203503986474,0,7719.079035052647
500000.0,1100.0,4.5,37.0,0.021799344141510166,1,2904.785316289741
260000.0,1600.0,3.5,102.0,0.12907841092917058,0,24637.803406743962
560000.0,1200.0,4.5,9.0,0.07919684971638272,1,5871.892782270141
930000.0,2300.0,6.5,25.0,0.009779751530584982,0,3777.5624574451367
550000.0,1380.0,4.5,25.0,0.009779751530584982,1,2904.785316289741
459000.0,1493.0,4.5,17.0,0.021785581011310808,0,2904.785316289741
203000.0,651.0,1.5,24.0,0.020819286563191142,1,14391.57679373126
485000.0,1550.0,4.5,99.0,0.05911609710560861,0,7054.518834068045
342000.0,1150.0,4.5,16.0,0.11218549405337261,0,28968.237034508264
315000.0,1194.0,4.5,101.0,0.11231541017153429,0,5594.811069334601
415000.0,1185.0,4.5,24.0,0.009779751530584982,1,2904.785316289741
262000.0,1700.0,4.5,101.0,0.18551296185981136,0,13042.131350681539
262000.0,1700.0,4.5,101.0,0.18551296185981136,0,6802.334979133603
527400.0,1725.0,5.5,106.0,0.18551296185981136,0,19776.93095003107
527400.0,1725.0,5.5,106.0,0.18551296185981136,0,8786.617387192315
500000.0,1200.0,4.5,55.0,0.021799344141510166,1,2904.785316289741
575000.0,2000.0,4.5,23.0,0.03222622689673877,0,3777.5624574451367
555000.0,1600.0,4.5,23.0,0.042209195893784565,1,7844.505791586083
266000.0,800.0,2.5,19.0,0.03922009578009744,0,2904.785316289741
173000.0,1400.0,4.5,100.0,0.14411971125769393,0,9236.92529808578
173000.0,1400.0,4.5,100.0,0.14411971125769393,0,7762.775379325665
760000.0,1800.0,4.5,28.0,0.009779751530584982,1,2904.785316289741
79000.0,1224.0,6.5,71.0,0.1853678435166187,0,26129.961201455408
140000.0,2420.0,8.5,47.0,0.14411971125769393,0,9236.92529808578
140000.0,2420.0,8.5,47.0,0.14411971125769393,0,7762.775379325665
250000.0,1040.0,4.5,63.0,0.1711387987365775,0,18997.79242026939
423000.0,2030.0,5.5,20.0,0.052756763509526475,0,23000.193373726957
575000.0,2500.0,5.5,99.0,0.09527791156925401,0,13953.779271829533
350000.0,949.0,3.5,74.0,0.2123713195725732,0,6447.212058667166
495000.0,1450.0,4.5,24.0,0.09462213905846716,0,8511.792815490344
107000.0,500.0,1.5,75.0,0.09462213905846716,0,8511.792815490344
205000.0,968.0,3.5,86.0,0.10895416953930147,0,20459.446901236945
395000.0,1250.0,4.5,63.0,0.05911609710560861,0,7054.518834068045
295000.0,1028.0,3.5,105.0,0.021785581011310808,0,2904.785316289741
145000.0,800.0,2.5,62.0,0.11218549405337261,0,28968.237034508264
239000.0,1100.0,4.5,19.0,0.1711387987365775,0,18997.79242026939
600000.0,1223.0,3.5,17.0,0.020819286563191142,1,2904.785316289741
272500.0,750.0,2.5,54.0,0.042209195893784565,1,7844.505791586083
580000.0,1215.0,4.5,44.0,0.021799344141510166,1,2904.785316289741
375000.0,1100.0,4.5,60.0,0.021799344141510166,1,2904.785316289741
240000.0,1700.0,5.5,20.0,0.10497502546796642,0,7505.270309741818
528000.0,1600.0,7.5,76.0,0.18478422608544826,0,24637.803406743962
395000.0,2200.0,8.5,127.0,0.0746661678740799,0,23000.193373726957
265000.0,950.0,2.5,52.0,0.07580404372459201,0,8511.792815490344
600000.0,1772.0,4.5,88.0,0.07919684971638272,0,3777.5624574451367
215000.0,1653.0,6.5,100.0,0.14411971125769393,0,9236.92529808578
215000.0,1653.0,6.5,100.0,0.14411971125769393,0,7762.775379325665
280000.0,1300.0,4.5,16.0,0.054355448236574705,0,14513.58220410423
42500.0,923.0,4.5,115.0,0.19221851766414752,0,6835.523660579154
865000.0,2800.0,7.5,128.0,0.13029191264234166,0,9124.978026707402
525000.0,1250.0,4.5,19.0,0.009779751530584982,1,2904.785316289741
46500.0,990.0,4.5,107.0,0.19221851766414752,0,6835.523660579154
510000.0,1225.0,4.5,23.0,0.009779751530584982,1,2904.785316289741
179000.0,1000.0,4.5,110.0,0.08705256387379474,0,5784.174983862158
350000.0,800.0,2.5,120.0,0.009779751530584982,1,2904.785316289741
272000.0,840.0,4.5,72.0,0.1711387987365775,0,18997.79242026939
385000.0,1404.0,5.5,78.0,0.18478422608544826,0,25288.574379195423
315000.0,1400.0,6.5,133.0,0.13368835164292042,0,14250.61221788338
217000.0,1800.0,4.5,105.0,0.08705256387379474,0,6778.768967434423
394000.0,1100.0,3.5,20.0,0.009779751530584982,1,2904.785316289741
360000.0,1040.0,4.5,135.0,0.0746661678740799,0,18852.57067760754
70000.0,1450.0,5.5,105.0,0.10497502546796642,0,7719.079035052647
230000.0,1428.0,6.5,119.0,0.09254216510326622,0,21624.543667509126
725000.0,1700.0,5.5,7.0,0.054355448236574705,0,3777.5624574451367
355000.0,1150.0,4.5,15.0,0.11231541017153429,0,5594.811069334601
670000.0,1500.0,4.5,21.0,0.05911609710560861,0,7054.518834068045
310000.0,1750.0,4.5,66.0,0.15861097639507712,0,11986.71497584541
310000.0,1750.0,4.5,66.0,0.15861097639507712,0,7817.472947167409
457000.0,1288.0,4.5,104.0,0.07919684971638272,1,5871.892782270141
236082.0,1512.0,5.5,124.0,0.11023203296682615,0,11376.086763662172
975000.0,2600.0,7.5,21.0,0.054355448236574705,0,3777.5624574451367
296500.0,1800.0,6.5,115.0,0.06853812406245294,0,6778.768967434423
175000.0,700.0,2.5,60.0,0.13029191264234166,0,9124.978026707402
660000.0,1520.0,4.5,25.0,0.021799344141510166,1,2904.785316289741
180000.0,700.0,2.5,52.0,0.09462213905846716,0,28968.237034508264
585000.0,1541.0,5.5,77.0,0.13997192736402433,0,5795.235513793518
68000.0,995.0,4.5,133.0,0.11349839277275987,0,6974.401816971907
140000.0,700.0,2.5,58.0,0.09462213905846716,0,8511.792815490344
275000.0,950.0,2.5,48.0,0.020819286563191142,1,2904.785316289741
850000.0,2974.0,7.5,9.0,0.09527791156925401,1,5937.307141138691
335000.0,2586.0,8.5,18.0,0.14411971125769393,0,22561.837910110047
285000.0,1165.0,4.5,17.0,0.021785581011310808,0,2904.785316289741
470000.0,1100.0,2.5,57.0,0.020819286563191142,1,14391.57679373126
510000.0,1450.0,4.5,23.0,0.020819286563191142,1,2904.785316289741
960000.0,1700.0,5.5,55.0,0.021799344141510166,1,2904.785316289741
370000.0,1146.0,5.5,65.0,0.20148915693406225,0,20442.298630428504
370000.0,1146.0,5.5,65.0,0.20148915693406225,0,8361.356648731746
235000.0,889.0,4.5,90.0,0.18478422608544826,0,25288.574379195423
120000.0,1200.0,4.0,66.0,0.13997192736402433,0,9124.978026707402
509300.0,1325.0,5.0,111.0,0.07919684971638272,1,5871.892782270141
325000.0,1600.0,7.0,115.0,0.10895416953930147,0,20459.446901236945
253000.0,1368.0,6.0,100.0,0.18478422608544826,0,25288.574379195423
120000.0,600.0,2.0,115.0,0.021785581011310808,0,2904.785316289741
885000.0,2410.0,7.5,11.0,0.09527791156925401,0,18637.975367403185
180000.0,1190.0,3.5,75.0,0.15861097639507712,0,11986.71497584541
180000.0,1190.0,3.5,75.0,0.15861097639507712,0,7817.472947167409
650000.0,1802.0,5.5,138.0,0.020819286563191142,1,2904.785316289741
