property_id,formatted_address,zip_code,style,beds,full_baths,half_baths,sqft,list_price,sold_price,age
7950662147,"3642 N Keeler Ave, Chicago, IL, 60641",60641,SINGLE_FAMILY,3,3,1,3800,1350000,1295000,100
8894440697,"3254 W 115th St, Chicago, IL, 60655",60655,SINGLE_FAMILY,3,1,2,1200,329000,319000,84
8611397640,"11300 S Green St, Chicago, IL, 60643",60643,SINGLE_FAMILY,3,1,1,1200,179900,173500,75
8384356553,"360 E Randolph St Apt 3305, Chicago, IL, 60601",60601,CONDOS,1,1,1,1003,357000,360000,43
9144980331,"2212 W Cullom Ave, Chicago, IL, 60618",60618,SINGLE_FAMILY,3,4,1,4086,2100000,2171000,0
7449320458,"9716 S Beverly Ave, Chicago, IL, 60643",60643,SINGLE_FAMILY,3,3,1,2725,420000,430000,34
7584422612,"4530 N St Louis Ave, Chicago, IL, 60625",60625,SINGLE_FAMILY,4,3,1,3621,889900,915000,117
9352849032,"1469 W Byron St Apt 2, Chicago, IL, 60613",60613,CONDOS,4,2,1,3000,1750000,1700000,4
8289177898,"1758 W Surf St, Chicago, IL, 60657",60657,SINGLE_FAMILY,5,4,1,5600,1749000,1708000,19
8820180159,"417 E N Water St, Chicago, IL, 60611",60611,TOWNHOMES,4,4,1,4434,2495000,2275000,20
7772319023,"2118 W Schiller St Apt Ch, Chicago, IL, 60622",60622,CONDOS,1,2,1,1800,715000,723000,128
9968712683,"3124 S Benson St Unit 6, Chicago, IL, 60608",60608,TOWNHOMES,3,3,1,2500,709900,680000,3
7857939775,"3850 N Kildare Ave, Chicago, IL, 60641",60641,SINGLE_FAMILY,4,1,1,2127,725000,710000,110
7102802984,"2008 W Willow St Unit C, Chicago, IL, 60647",60647,TOWNHOMES,3,2,1,2400,1000000,1152000,27
8137469684,"2123 N Sedgwick St, Chicago, IL, 60614",60614,SINGLE_FAMILY,3,3,1,3060,1875000,1875000,126
7905056521,"680 N Lake Shore Dr Apt 220, Chicago, IL, 60611",60611,CONDOS,1,1,1,1250,350000,335000,99
7406824871,"6005 N Canfield Ave, Chicago, IL, 60631",60631,SINGLE_FAMILY,3,2,1,1200,415000,405000,55
9102032427,"835 W 37th St Unit A, Chicago, IL, 60609",60609,TOWNHOMES,3,3,1,1748,564900,564900,21
7142664061,"77 E Walton St Unit 21C, Chicago, IL, 60611",60611,CONDOS,3,3,1,4788,3450000,3600000,36
7897426785,"1321 S Kildare Ave, Chicago, IL, 60623",60623,SINGLE_FAMILY,3,2,1,1559,290500,290500,19
7210289486,"1633 N Saint Louis Ave, Chicago, IL, 60647",60647,SINGLE_FAMILY,3,3,1,3632,799000,799000,9
8386093040,"400 N LA Salle Dr Apt 1607, Chicago, IL, 60654",60654,CONDOS,1,1,1,1150,359000,366000,22
7782354263,"4134 S Ellis Ave, Chicago, IL, 60653",60653,SINGLE_FAMILY,3,2,2,1600,499500,475000,29
7870523588,"7226 S Rhodes Ave, Chicago, IL, 60619",60619,SINGLE_FAMILY,3,1,1,1490,209000,195000,113
7693425863,"7735 W Catalpa Ave, Chicago, IL, 60656",60656,SINGLE_FAMILY,4,3,1,4354,1399000,1335000,0
7155525029,"240 E Illinois St Apt 1002, Chicago, IL, 60611",60611,CONDOS,1,1,1,1068,575000,547500,17
8093615862,"21 E Huron St Apt 1106, Chicago, IL, 60611",60611,CONDOS,2,2,1,1885,965000,880000,21
9231223718,"2705 N Artesian Ave Unit 1, Chicago, IL, 60647",60647,CONDOS,3,2,1,2110,615000,615000,8
7949864002,"11842 S Justine St, Chicago, IL, 60643",60643,SINGLE_FAMILY,3,1,1,1900,269999,255000,58
8629503720,"5820 N Clark St Apt 302, Chicago, IL, 60660",60660,CONDOS,3,2,1,1758,800000,875000,8
8703115238,"542 W Dickens St, Chicago, IL, 60614",60614,SINGLE_FAMILY,5,4,2,6700,4500000,4600000,19
7905777169,"1236 N State Pkwy, Chicago, IL, 60610",60610,SINGLE_FAMILY,5,3,1,3143,2975000,2975000,150
8361089059,"9 W Walton St Apt 1101, Chicago, IL, 60610",60610,CONDOS,3,3,1,3172,4500000,4275000,7
8516649057,"333 N Canal St Apt 2804, Chicago, IL, 60606",60606,CONDOS,3,2,1,2603,1300000,1250000,24
7711037949,"10926 S Avenue G, Chicago, IL, 60617",60617,SINGLE_FAMILY,4,1,1,1200,243000,243000,81
8930951292,"1916 N Maud Ave Unit A, Chicago, IL, 60614",60614,CONDOS,3,2,1,2200,999900,1135000,36
9929249683,"613 N Ogden Ave Apt 4W, Chicago, IL, 60642",60642,CONDOS,3,2,1,2150,999000,1010000,1
8041664540,"8543 S Indiana Ave, Chicago, IL, 60619",60619,SINGLE_FAMILY,3,1,1,1274,264900,264900,64
7322247445,"8637 S Honore St, Chicago, IL, 60620",60620,SINGLE_FAMILY,4,2,1,2750,334900,338000,74
7109369861,"7316 S Lafayette Ave, Chicago, IL, 60621",60621,SINGLE_FAMILY,4,2,1,1411,150000,145000,122
7541902357,"7411 S Champlain Ave, Chicago, IL, 60619",60619,SINGLE_FAMILY,5,3,1,3300,439000,450000,100
8650333030,"5537 S Komensky Ave, Chicago, IL, 60629",60629,SINGLE_FAMILY,3,1,1,1296,299500,310000,78
8155643388,"950 W 114th Pl, Chicago, IL, 60643",60643,SINGLE_FAMILY,3,1,1,2000,175000,160000,63
8834888498,"5719 S Spaulding Ave, Chicago, IL, 60629",60629,SINGLE_FAMILY,4,2,1,1563,310000,315000,111
8576110980,"8918 S Euclid Ave, Chicago, IL, 60617",60617,SINGLE_FAMILY,3,1,1,1800,289999,162500,68
7723799134,"230 W Division St Apt 1208, Chicago, IL, 60610",60610,CONDOS,2,1,1,1015,375000,415000,20
8382392127,"3645 W 66th St, Chicago, IL, 60629",60629,SINGLE_FAMILY,3,1,1,1045,299500,295000,59
8664852562,"1027 W Vernon Park Pl Apt B, Chicago, IL, 60607",60607,TOWNHOMES,2,1,1,1450,399999,375000,37
7556043269,"5468 S Ellis Ave, Chicago, IL, 60615",60615,SINGLE_FAMILY,5,2,1,3371,925000,875000,120
8470407891,"403 N Wabash Ave Apt 13B, Chicago, IL, 60611",60611,CONDOS,3,3,1,2517,1648880,1625000,8
8756687216,"3950 N Lake Shore Dr Unit 720D, Chicago, IL, 60613",60613,CONDOS,3,1,1,1300,265000,260000,69
8474352366,"4741 S Drexel Blvd, Chicago, IL, 60615",60615,SINGLE_FAMILY,4,3,1,4244,1249000,1125000,20
8898222228,"2656 E 74th St, Chicago, IL, 60649",60649,SINGLE_FAMILY,3,1,2,1706,50000,103000,137
7711768227,"4256 N Keeler Ave, Chicago, IL, 60641",60641,SINGLE_FAMILY,6,4,1,5000,1725000,1695000,117
7093701718,"4639 S Saint Lawrence Ave Apt 2, Chicago, IL, 60653",60653,CONDOS,3,2,1,2255,305000,305000,107
8025134021,"1515 E 85th St, Chicago, IL, 60619",60619,SINGLE_FAMILY,4,2,1,2800,289900,293000,104
8974988846,"5000 S Cornell Ave Apt 9B, Chicago, IL, 60615",60615,CONDOS,2,2,1,1800,165000,168000,105
8072227871,"6972 W Imlay St, Chicago, IL, 60631",60631,SINGLE_FAMILY,5,3,1,6400,890000,890000,20
7291309652,"1937 S Christiana Ave, Chicago, IL, 60623",60623,SINGLE_FAMILY,3,3,1,1882,364500,340000,137
7490891519,"1801 W Diversey Pkwy Unit 36, Chicago, IL, 60614",60614,CONDOS,3,2,1,2100,599995,635000,30
7924283302,"4520 N Austin Ave, Chicago, IL, 60630",60630,SINGLE_FAMILY,3,1,1,1295,384900,399000,82
7031772508,"1122 W Catalpa Ave Apt 815, Chicago, IL, 60640",60640,CONDOS,2,1,1,1050,265000,252000,18
7699739551,"4242 N Winchester Ave, Chicago, IL, 60613",60613,SINGLE_FAMILY,4,4,1,4800,2499900,2412500,1
8904088908,"5547 N California Ave, Chicago, IL, 60625",60625,SINGLE_FAMILY,3,1,1,1500,395000,410000,72
8141382608,"1942 N Cleveland Ave, Chicago, IL, 60614",60614,SINGLE_FAMILY,5,5,1,6400,2600000,2590000,12
8157211706,"1028 W 110th Pl, Chicago, IL, 60643",60643,SINGLE_FAMILY,3,1,1,1272,260000,230000,57
7059396935,"1754 N Rockwell St, Chicago, IL, 60647",60647,SINGLE_FAMILY,4,3,1,3900,1375000,1375000,17
8208077028,"529 N Peoria St, Chicago, IL, 60642",60642,TOWNHOMES,3,2,1,2481,825000,850000,23
7763145886,"6049 S Komensky Ave, Chicago, IL, 60629",60629,SINGLE_FAMILY,3,1,1,1319,320000,325000,76
7778557539,"2627 E 74th Pl, Chicago, IL, 60649",60649,SINGLE_FAMILY,5,2,1,1600,260000,260000,117
7658706356,"10014 S Aberdeen St, Chicago, IL, 60643",60643,SINGLE_FAMILY,3,2,1,1100,175000,184000,56
8493268790,"11426 S Campbell Ave, Chicago, IL, 60655",60655,SINGLE_FAMILY,3,1,1,1370,239900,230000,81
8234656631,"344 W Goethe Ave, Chicago, IL, 60610",60610,SINGLE_FAMILY,4,3,1,3100,1339000,1340000,28
7892119214,"6013 N Kildare Ave, Chicago, IL, 60646",60646,SINGLE_FAMILY,5,3,1,4148,1100000,1100000,7
7303539055,"8500 W Winona St, Chicago, IL, 60656",60656,SINGLE_FAMILY,3,2,1,1455,589000,575000,63
7816533796,"900 N Kingsbury St Apt 1150, Chicago, IL, 60610",60610,CONDOS,3,2,1,2327,1395000,1250000,91
8011446935,"9018 S Oakley Ave, Chicago, IL, 60643",60643,SINGLE_FAMILY,4,2,2,3873,599900,599900,70
8932641437,"1130 W 95th Pl, Chicago, IL, 60643",60643,SINGLE_FAMILY,4,3,1,3300,489000,482000,107
9102026664,"2141 W Grace St, Chicago, IL, 60618",60618,SINGLE_FAMILY,6,4,2,4800,2599000,2599000,0
9183017415,"1139 W George St, Chicago, IL, 60657",60657,SINGLE_FAMILY,6,5,1,5000,2600000,2800000,0
9834258168,"5257 W Carmen Ave, Chicago, IL, 60630",60630,SINGLE_FAMILY,3,2,1,1224,479900,510000,38
7358267165,"9205 S Hoyne Ave, Chicago, IL, 60643",60643,SINGLE_FAMILY,3,1,1,1788,479900,510100,103
8837073340,"1415 W Lunt Ave Apt 203, Chicago, IL, 60626",60626,CONDOS,2,1,1,1022,213500,213000,51
8015927072,"7343 S Evans Ave, Chicago, IL, 60619",60619,SINGLE_FAMILY,4,1,1,1586,119000,115000,137
7711421461,"3809 N Sayre Ave, Chicago, IL, 60634",60634,SINGLE_FAMILY,3,1,1,1070,359900,372000,69
9834422346,"4741 S Woodlawn Ave, Chicago, IL, 60615",60615,TOWNHOMES,4,2,1,1725,400000,400000,62
7888950114,"5319 N Kenmore Ave Apt 2B, Chicago, IL, 60640",60640,CONDOS,2,1,1,1050,349000,366000,100
9631920349,"2844 N Sayre Ave, Chicago, IL, 60634",60634,SINGLE_FAMILY,3,3,1,3200,795000,780000,1
7972537255,"3818 N Christiana Ave, Chicago, IL, 60618",60618,SINGLE_FAMILY,4,3,1,3600,949999,894500,119
7343509852,"10739 S Wabash Ave, Chicago, IL, 60628",60628,MULTI_FAMILY,10,3,1,3200,295000,267000,102
7911888784,"5034 S Blackstone Ave, Chicago, IL, 60615",60615,SINGLE_FAMILY,5,3,2,4638,925000,868800,133
7579367164,"Chicago, IL, 60620",60620,SINGLE_FAMILY,2,2,1,2500,230000,230000,140
8774354576,"2627 W 24th Pl, Chicago, IL, 60608",60608,SINGLE_FAMILY,3,2,1,1568,335000,338000,19
8918939217,"1925 W 34th St Unit A, Chicago, IL, 60608",60608,TOWNHOMES,3,2,1,1480,475000,475000,23
8603142269,"1726 N Mohawk St Apt 3S, Chicago, IL, 60614",60614,CONDOS,3,2,1,2285,1245000,1245000,26
7472505496,"5332 N Delphia Ave Apt 108, Chicago, IL, 60656",60656,CONDOS,2,1,1,1000,247000,250000,51
7157266746,"1100 N Lake Shore Dr Apt 17B, Chicago, IL, 60611",60611,CONDOS,3,2,1,2200,700000,685000,46
8661976207,"201 N Westshore Dr Apt 1901, Chicago, IL, 60601",60601,CONDOS,3,2,1,1800,850000,885000,20
8617485287,"8207 S Laflin St, Chicago, IL, 60620",60620,SINGLE_FAMILY,4,2,1,1688,299900,292000,77
8166458735,"8644 S Phillips Ave, Chicago, IL, 60617",60617,SINGLE_FAMILY,4,2,1,2072,317900,318000,68
7694381479,"3750 N Octavia Ave, Chicago, IL, 60634",60634,SINGLE_FAMILY,3,1,1,1056,329900,326900,77
8868028774,"5515 N Virginia Ave, Chicago, IL, 60625",60625,SINGLE_FAMILY,4,2,1,2061,849500,850000,76
8357440393,"5481 S Cornell Ave Apt E, Chicago, IL, 60615",60615,TOWNHOMES,2,3,1,1128,489000,475000,72
9024199415,"128 S Green St Unit 5AB, Chicago, IL, 60607",60607,CONDOS,5,5,1,4700,3100000,3000000,5
8614092710,"2217 W Roscoe St Unit 3, Chicago, IL, 60618",60618,CONDOS,3,2,1,2500,975000,1050000,18
8068490424,"161 E Chicago Ave Unit 53B, Chicago, IL, 60611",60611,CONDOS,2,2,1,2154,1195029,1170000,40
7808681228,"2629 W Homer St, Chicago, IL, 60647",60647,SINGLE_FAMILY,4,3,1,3058,1425000,1400000,7
8271994997,"180 E Pearson St Apt 4904, Chicago, IL, 60611",60611,CONDOS,3,2,1,2754,2447747,2275000,50
7874565092,"3901 N Neva Ave, Chicago, IL, 60634",60634,SINGLE_FAMILY,3,2,1,1404,399900,385000,78
8301664649,"990 N Lake Shore Dr Apt 10A, Chicago, IL, 60611",60611,CONDOS,3,2,1,1950,1275000,1250000,52
7649899058,"7618 S Rhodes Ave, Chicago, IL, 60619",60619,SINGLE_FAMILY,3,1,1,4650,200000,190000,102
8475815887,"2815 W Jarvis Ave, Chicago, IL, 60645",60645,SINGLE_FAMILY,3,2,1,1541,540000,585000,77
8585223620,"5000 S Cornell Ave Apt 21B, Chicago, IL, 60615",60615,CONDOS,2,2,1,1800,230000,217000,105
7106200513,"6743 N Greenview Ave, Chicago, IL, 60626",60626,SINGLE_FAMILY,5,2,1,2800,895000,865000,128
7733982856,"330 W Grand Ave Apt 904, Chicago, IL, 60654",60654,CONDOS,2,1,1,1100,374900,394000,20
7406180923,"1118 E 46th St Apt 1E, Chicago, IL, 60653",60653,CONDOS,4,2,1,1800,314999,296500,115
7869441653,"2034 N Mohawk St Apt 1, Chicago, IL, 60614",60614,CONDOS,4,4,1,2600,1950000,1902000,2
7935842011,"843 W College Pkwy, Chicago, IL, 60608",60608,TOWNHOMES,3,2,1,2508,775000,755000,23
8995263780,"2234 W Fletcher St, Chicago, IL, 60618",60618,SINGLE_FAMILY,5,3,1,4140,1475000,1440000,20
8399425781,"3383 S Archer Ave, Chicago, IL, 60608",60608,TOWNHOMES,3,2,1,2030,428000,423000,20
7333464494,"7749 S Green St, Chicago, IL, 60620",60620,SINGLE_FAMILY,5,3,1,2420,140000,140000,47
7033424131,"2038 N Honore St, Chicago, IL, 60614",60614,SINGLE_FAMILY,3,2,1,2395,1050000,1025000,135
7600691567,"11435 S Rockwell St, Chicago, IL, 60655",60655,SINGLE_FAMILY,3,2,1,1146,359900,370000,65
8228264500,"4629 S Langley Ave, Chicago, IL, 60653",60653,MULTI_FAMILY,7,5,1,4500,759900,765000,132
9739341116,"211 N Harbor Dr Apt 1506, Chicago, IL, 60601",60601,CONDOS,2,2,1,1384,1055000,1055000,3
8305919967,"4130 N Leavitt St, Chicago, IL, 60618",60618,SINGLE_FAMILY,4,4,2,4200,2149000,2100000,0
8549980218,"4728 S Evans Ave, Chicago, IL, 60615",60615,SINGLE_FAMILY,4,1,1,1818,239900,232500,139
7048134397,"3047 S Millard Ave, Chicago, IL, 60623",60623,SINGLE_FAMILY,4,2,1,1428,240000,230000,119
8890874723,"6442 N Rockwell St, Chicago, IL, 60645",60645,MULTI_FAMILY,6,2,1,1335,624000,590000,100
8896902999,"1225 N Paulina St Apt 3S, Chicago, IL, 60622",60622,CONDOS,4,3,1,2600,949999,975000,21
8266956758,"11321 S Drake Ave, Chicago, IL, 60655",60655,SINGLE_FAMILY,4,2,1,1611,399900,392000,73
8021213241,"1636 N Leavitt St, Chicago, IL, 60647",60647,SINGLE_FAMILY,4,3,1,3189,999000,1015000,140
9595079344,"1307 W George St Unit O, Chicago, IL, 60657",60657,CONDOS,2,2,1,1504,629900,650900,28
7759576915,"6460 S Kenwood Ave, Chicago, IL, 60637",60637,SINGLE_FAMILY,5,4,1,3875,849900,800000,132
7576661147,"7120 W Berwyn Ave, Chicago, IL, 60656",60656,SINGLE_FAMILY,3,2,1,1452,350000,365000,73
9132491329,"823 W George St Unit 1, Chicago, IL, 60657",60657,CONDOS,4,3,1,2700,1350000,1385000,5
7690371278,"3745 N Lakewood Ave, Chicago, IL, 60613",60613,SINGLE_FAMILY,5,3,1,5100,2700000,2646000,122
8555668090,"4025 W 24th St, Chicago, IL, 60623",60623,SINGLE_FAMILY,5,2,1,3000,320000,315000,122
8139606437,"6223 W 59th St, Chicago, IL, 60638",60638,SINGLE_FAMILY,3,2,1,2100,439900,430000,65
7543740923,"9118 S King Dr, Chicago, IL, 60619",60619,TOWNHOMES,2,1,1,894,93500,75000,51
9161269229,"403 N Wabash Ave Apt 8B, Chicago, IL, 60611",60611,CONDOS,3,3,1,2517,1600000,1510000,8
9681157780,"542 W Brompton Ave Apt 1S, Chicago, IL, 60657",60657,CONDOS,2,2,1,2212,660000,660000,101
7447990195,"6030 S Menard Ave, Chicago, IL, 60638",60638,SINGLE_FAMILY,4,2,1,1493,385000,385000,110
9745947689,"5114 S Kenwood Ave Unit 1C, Chicago, IL, 60615",60615,CONDOS,3,3,1,1843,800000,712867,0
8760911934,"5770 N Forest Glen Ave, Chicago, IL, 60646",60646,TOWNHOMES,3,2,1,1984,424900,385000,59
8832684213,"1541 W Altgeld St, Chicago, IL, 60614",60614,SINGLE_FAMILY,4,3,1,4672,1625000,1580000,29
9808821211,"5114 S Kenwood Ave Unit 1D, Chicago, IL, 60615",60615,CONDOS,2,2,1,1583,713468,713468,0
7712936770,"5042 W Wolfram St, Chicago, IL, 60641",60641,SINGLE_FAMILY,5,2,1,2300,399900,395000,102
7331394384,"130 N Garland Ct Apt 3204, Chicago, IL, 60602",60602,CONDOS,3,2,1,2096,1150000,1075000,20
7850712108,"2610 N Major Ave, Chicago, IL, 60639",60639,SINGLE_FAMILY,3,2,1,2100,499000,480000,98
7079624821,"7337 N McVicker Ave, Chicago, IL, 60646",60646,SINGLE_FAMILY,3,4,1,2600,775000,760000,74
8340762033,"1717 N Mozart Ave, Chicago, IL, 60647",60647,SINGLE_FAMILY,2,1,1,1260,365000,340000,133
8951786166,"5803 N Kolmar Ave, Chicago, IL, 60646",60646,SINGLE_FAMILY,3,1,1,1882,585000,571001,93
7807871315,"6907 S Constance Ave, Chicago, IL, 60649",60649,SINGLE_FAMILY,5,4,1,5651,1585000,1520000,97
8263454463,"1501 S Indiana Ave Unit D, Chicago, IL, 60605",60605,CONDOS,2,2,1,1500,539000,525000,29
8932894259,"Chicago, IL, 60646",60646,SINGLE_FAMILY,3,1,1,1286,499900,525000,72
8292581175,"3041 W Pope John Paul Ii Dr, Chicago, IL, 60632",60632,TOWNHOMES,3,2,1,1663,439000,420000,20
7329105844,"973 W 37th Pl, Chicago, IL, 60609",60609,SINGLE_FAMILY,3,3,1,3300,789000,789000,10
7424317395,"7223 N Hamilton Ave Unit A, Chicago, IL, 60645",60645,TOWNHOMES,3,3,1,2300,499900,485000,18
8786994820,"155 N Harbor Dr Unit 1112-13, Chicago, IL, 60601",60601,CONDOS,3,3,1,2500,1235000,1150000,51
8020852933,"57 E Delaware Pl Apt 1602, Chicago, IL, 60611",60611,CONDOS,3,2,1,2015,1300000,1245000,25
8789905050,"1449 S Sangamon St, Chicago, IL, 60608",60608,TOWNHOMES,3,3,1,2500,775000,760000,20
9318169976,"1838 S Springfield Ave Apt A, Chicago, IL, 60623",60623,CONDOS,3,1,1,1338,45000,40000,21
7395044982,"3331 W Belle Plaine Ave, Chicago, IL, 60618",60618,SINGLE_FAMILY,3,1,1,2160,469000,475000,60
8622717713,"800 N Michigan Ave Apt 2102, Chicago, IL, 60611",60611,CONDOS,2,2,1,2030,1375000,1225000,25
8477870100,"1853 N Maud Ave Unit 1, Chicago, IL, 60614",60614,CONDOS,3,2,1,1778,1475000,1475000,0
8125595849,"5657 N Crescent Ave, Norwood Park, IL, 60631",60631,SINGLE_FAMILY,4,4,1,3590,819900,785000,30
8528206239,"1221 N Dearborn St Apt 810S, Chicago, IL, 60610",60610,CONDOS,2,1,1,1200,349000,340000,53
8834327064,"1815 N Bissell St Apt 3, Chicago, IL, 60614",60614,CONDOS,2,2,1,1400,659000,620000,40
8018410592,"70 E 87th St, Chicago, IL, 60619",60619,SINGLE_FAMILY,2,1,1,2000,207500,212000,61
7734869963,"3823 N Wayne Ave, Chicago, IL, 60613",60613,SINGLE_FAMILY,6,4,1,5100,2275000,2175000,20
8805221140,"5736 N Kerbs Ave, Chicago, IL, 60646",60646,SINGLE_FAMILY,4,2,1,2452,685000,685000,82
7578002721,"6955 W Berwyn Ave, Chicago, IL, 60656",60656,SINGLE_FAMILY,3,1,1,1118,437900,437900,70
9720355152,"2028 N Sheffield Ave Unit 1, Chicago, IL, 60614",60614,CONDOS,4,3,1,3500,2095000,2050000,3
7943899525,"8834 S Luella Ave, Chicago, IL, 60617",60617,SINGLE_FAMILY,3,2,1,1325,299900,299900,67
8477993790,"2814 W 83rd St, Chicago, IL, 60652",60652,SINGLE_FAMILY,3,2,1,1600,389900,380000,73
8068582106,"8618 W Wilson Ave, Chicago, IL, 60656",60656,SINGLE_FAMILY,3,2,1,2400,599900,592000,57
7676714273,"5135 W George St, Chicago, IL, 60641",60641,SINGLE_FAMILY,4,1,1,1080,349900,350000,104
8872472868,"5349 N Meade Ave, Chicago, IL, 60630",60630,SINGLE_FAMILY,3,1,1,1248,310000,332000,57
7628451024,"874 N Marshfield Ave Apt 1, Chicago, IL, 60622",60622,CONDOS,3,2,1,2650,849900,885000,14
7981864074,"10851 S Peoria St, Chicago, IL, 60643",60643,SINGLE_FAMILY,2,1,1,1053,100000,100000,77
7810301061,"924 S May St, Chicago, IL, 60607",60607,TOWNHOMES,3,1,1,1500,459999,460000,39
9810715591,"1328 E Hyde Park Blvd, Chicago, IL, 60615",60615,TOWNHOMES,4,4,1,3835,1100000,1104694,0
7974792931,"3137 S Throop St, Chicago, IL, 60608",60608,SINGLE_FAMILY,4,3,1,3200,789000,780000,18
7857656688,"1042 W 107th Pl, Chicago, IL, 60643",60643,SINGLE_FAMILY,3,1,1,1272,179000,151000,59
8871951144,"4339 N Greenview Ave, Chicago, IL, 60613",60613,SINGLE_FAMILY,3,4,2,4300,1975000,2025000,0
8241307640,"9101 S Aberdeen St, Chicago, IL, 60620",60620,SINGLE_FAMILY,3,2,1,1000,294900,286400,84
8902868578,"4845 N Bell Ave, Chicago, IL, 60625",60625,SINGLE_FAMILY,5,3,1,4200,1995000,1995000,103
8592971298,"175 E Delaware Pl Apt 8808, Chicago, IL, 60611",60611,CONDOS,3,2,1,1796,750000,720000,55
8072349970,"8001 S Essex Ave, Chicago, IL, 60617",60617,TOWNHOMES,3,1,1,1386,105300,75500,33
8052881038,"369 W Superior St Unit A, Chicago, IL, 60654",60654,TOWNHOMES,3,2,1,2015,825000,815000,27
8893694859,"1112 W Wrightwood Ave, Chicago, IL, 60614",60614,SINGLE_FAMILY,6,6,1,6400,2995000,2900000,24
8834410979,"2645 N Burling St Unit 1, Chicago, IL, 60614",60614,CONDOS,3,2,1,2400,1064000,1064000,10
8105967367,"2480 N Lakeview Ave, Chicago, IL, 60614",60614,SINGLE_FAMILY,5,6,4,7800,5199000,5100000,125
8233149548,"11551 S Justine St, Chicago, IL, 60643",60643,SINGLE_FAMILY,3,1,1,1300,260000,267500,62
7787308035,"8812 S Euclid Ave, Chicago, IL, 60617",60617,SINGLE_FAMILY,3,2,1,2248,324900,325000,71
8772289695,"3639 N Wayne Ave, Chicago, IL, 60613",60613,SINGLE_FAMILY,5,4,3,5600,3150000,3150000,13
8585192283,"676 N Kingsbury St Apt 204, Chicago, IL, 60654",60654,CONDOS,4,4,1,3081,1875000,1875000,9
7210418619,"840 N Lake Shore Dr Apt 902, Chicago, IL, 60611",60611,CONDOS,2,2,1,2540,1400000,1400000,21
9712571434,"450 N Racine Ave Unit 2, Chicago, IL, 60642",60642,CONDOS,3,2,1,2400,1200000,1200000,3
7301279499,"4250 N Whipple St, Chicago, IL, 60618",60618,SINGLE_FAMILY,3,2,1,2250,875000,850000,120
8476807178,"1258 N Milwaukee Ave Apt 3S, Chicago, IL, 60622",60622,CONDOS,3,2,1,1718,749500,725000,11
7535195037,"4418 W 55th St Apt 2, Chicago, IL, 60632",60632,CONDOS,3,1,1,957,180000,183000,55
7946385155,"5404 N Hoyne Ave Unit 5404, Chicago, IL, 60625",60625,CONDOS,3,3,1,1900,599000,610000,37
7777122541,"161 E Chicago Ave Unit 38A, Chicago, IL, 60611",60611,CONDOS,3,2,1,2575,1125000,1125000,40
8518326024,"333 N Canal St Apt 2201, Chicago, IL, 60606",60606,CONDOS,3,2,1,2855,1350000,1315000,23
7333770384,"1440 N State Pkwy Apt 21C, Chicago, IL, 60610",60610,CONDOS,3,2,1,2300,627000,622000,50
8753820704,"2446 N Janssen Ave, Chicago, IL, 60614",60614,SINGLE_FAMILY,5,3,1,4000,1600000,1625000,35
7997052315,"3533 N Natoma Ave, Chicago, IL, 60634",60634,SINGLE_FAMILY,3,2,1,2674,620000,610000,107
7800823160,"6814 N Dowagiac Ave, Chicago, IL, 60646",60646,SINGLE_FAMILY,3,2,1,2625,575000,540000,52
